id_job,date_join,salary,last_por_hike,id_employee
94,2004-12-17,59008,4,149972
95,2012-09-23,96703,1,174955
96,1992-02-10,59506,1,549389
97,2010-06-08,53430,21,466832
98,2012-06-10,94656,27,203380
99,2016-10-17,91984,4,915991
100,2004-03-26,126984,2,289172
101,1998-01-06,51037,25,914365
102,2006-03-11,181720,1,971242
103,2011-03-18,111147,6,503248
104,2017-03-17,68439,15,521540
105,2017-11-02,109836,27,790395
106,2015-10-29,75831,30,734861
107,2013-07-08,97289,8,592815
108,2015-01-03,184585,1,556008
109,2005-07-10,57688,10,888597
110,1990-01-20,183408,18,946550
111,2008-02-01,121161,18,438869
112,2016-12-25,73165,24,685600
113,2002-08-24,71361,15,829901
114,2017-12-02,184147,11,354626
115,2014-10-08,193671,27,296454
116,2005-08-30,151456,6,867400
117,2012-02-22,109029,12,354161
118,2006-04-20,93526,11,906193
119,2001-01-18,118383,3,602041
120,2016-08-22,178763,15,514224
121,1979-02-19,182772,5,834046
122,1998-04-07,85306,18,538803
123,2009-04-28,184020,0,487412
124,1996-03-15,58924,29,286281
125,2013-12-18,191075,9,788924
126,2003-01-26,194028,27,416576
127,2013-11-16,136956,15,960215
128,2016-11-01,42810,28,549513
129,2016-05-12,111332,14,509864
130,2015-09-26,57513,14,832966
131,1996-01-03,113726,22,306746
132,2010-05-02,170820,19,945031
133,2008-02-01,72342,14,684637
134,2007-07-14,139366,10,891328
135,2010-09-12,173520,24,383614
136,2016-04-15,75385,18,180789
137,2012-10-03,146810,10,356050
138,2011-09-02,111471,17,185465
139,2015-02-04,190682,17,687184
140,2006-02-14,103469,1,489916
141,2016-12-10,183847,30,435833
142,2017-02-18,156494,30,702411
143,2014-02-09,107214,22,645244
144,2009-09-06,79066,22,755710
145,2014-09-26,161470,20,329638
146,2010-08-07,70382,29,947428
147,2001-06-20,65276,3,353117
148,1981-01-17,185702,29,525537
149,2009-11-05,99103,2,117598
150,2016-12-17,164865,19,957898
151,2016-09-29,99681,9,643106
152,2014-01-19,128932,23,691376
153,2015-06-15,170078,19,290435
154,1994-05-28,129950,11,428318
155,2011-05-08,190401,14,709493
156,2014-12-02,98844,17,837051
157,1996-10-01,54128,19,818907
158,1984-12-09,176431,6,613084
159,2016-12-01,195061,11,400205
160,2016-03-16,172559,25,363221
161,1997-05-23,89898,11,445473
162,2009-10-07,138378,29,229262
163,2008-05-19,141445,23,952927
164,2000-10-06,76726,1,723502
165,2010-06-20,67436,20,642626
166,2007-01-18,55645,5,470485
167,2015-01-28,79993,28,620100
168,2008-06-27,110027,6,771679
169,2013-09-26,140698,12,904561
170,2015-05-11,156369,20,465279
171,1990-01-10,136301,17,293923
172,1995-02-25,185675,1,331158
173,2010-05-26,180045,24,483286
174,1998-09-24,79463,2,957621
175,2004-10-09,123620,25,464683
176,2014-09-24,193913,30,431073
177,2016-07-10,124743,3,346953
178,2008-10-27,57125,25,209718
179,2006-05-31,155359,18,179094
180,1994-11-18,84517,3,209065
181,2015-04-01,55467,24,915973
182,2009-07-06,57335,3,793674
183,2017-06-29,177581,4,665291
184,2011-07-31,149296,11,258503
185,2016-06-15,146798,10,910235
186,2006-01-16,86352,15,605376
187,2010-03-16,181508,30,291167
188,2008-10-03,64584,7,864600
189,1989-09-28,179721,3,862997
190,2002-05-18,51216,13,989496
191,2017-02-17,136017,23,411593
192,2014-12-11,53753,9,462737
193,2006-07-27,54128,23,634772
194,2014-05-09,142250,4,864491
195,2016-08-26,120141,27,771200
196,2011-04-21,169702,13,541253
197,2016-08-27,181320,10,704999
198,2012-12-31,135558,26,847603
199,2004-11-23,175569,24,462706
200,2017-12-03,97363,28,988654
201,2003-08-19,156501,13,130373
202,2009-01-23,175525,1,490970
203,2017-05-19,199147,30,885253
204,1989-07-06,116199,3,996402
205,2011-11-04,191282,19,947623
206,1985-07-03,157315,7,184402
207,2017-10-01,195377,2,924964
208,1996-10-03,182705,2,183909
209,2014-03-02,186180,9,354069
210,2016-04-25,109377,24,613719
211,2017-06-30,88917,0,357718
212,1995-11-01,172905,21,834650
213,2000-10-13,123120,12,888177
214,2011-10-13,135939,2,663522
215,2003-11-11,57081,25,807484
216,2010-09-21,164855,25,576715
217,2013-06-02,177932,24,387891
218,2008-05-18,79511,25,875533
219,2017-04-18,102342,6,704654
220,2012-01-27,121145,30,396706
221,2006-09-27,72852,18,837859
222,2006-07-22,183385,26,906924
223,2002-11-20,144825,27,244379
224,2010-08-11,91392,27,431394
225,2013-06-17,69022,2,549982
226,2005-09-01,194131,26,766429
227,2016-04-01,154813,23,344898
228,2008-01-22,134749,23,426061
229,1997-05-06,78992,11,788422
230,2016-04-06,104103,20,494903
231,2015-05-01,165246,15,939209
232,2016-07-25,122395,8,415047
233,2011-11-21,99217,26,172373
234,1989-06-02,133938,15,956982
235,2016-04-23,164219,14,377842
236,2009-10-27,60045,8,735648
237,2003-03-22,42557,15,856621
238,1983-05-01,115049,22,410532
239,1997-11-08,187486,18,387199
240,2014-06-23,130442,17,486442
241,2009-07-01,90781,19,712096
242,2017-07-22,192136,20,187207
243,2009-05-25,130952,1,583435
244,1997-06-02,135861,23,652292
245,2010-06-11,127062,26,839764
246,2013-09-29,125676,24,817441
247,2013-03-04,83184,12,319686
248,2011-10-23,100610,20,340456
249,2016-08-09,168481,9,862292
250,2016-10-17,74428,2,155455
251,2012-08-14,57902,25,755512
252,1996-07-27,113525,25,350036
253,2007-10-13,198523,0,660160
254,2010-09-09,137936,21,615367
255,1996-04-28,86484,27,926340
256,2009-05-08,50477,4,741414
257,1987-12-13,199581,22,552215
258,2011-03-15,99018,26,629523
259,2009-02-20,190461,2,257355
260,2017-05-28,136866,2,405704
261,2016-01-31,65454,21,809563
262,1993-03-30,166282,27,551274
263,2017-05-03,74024,8,410721
264,2014-04-12,110123,23,411970
265,2006-08-22,193848,2,502786
266,1999-12-31,156609,24,779981
267,2014-10-19,136518,19,243913
268,1999-01-09,182211,17,465563
269,1994-05-20,198873,6,126947
270,2006-12-05,157667,25,997123
271,2005-07-19,124945,18,768053
272,2001-04-01,122124,29,922004
273,1999-08-18,63546,13,893257
274,2009-08-30,110403,6,513516
275,1997-01-27,66464,9,550688
276,2012-02-22,138388,10,578658
277,2015-07-02,52293,1,687401
278,2012-07-03,71545,17,616542
279,2012-02-09,120889,3,229674
280,2008-06-29,41559,13,910839
281,2004-05-05,183443,10,916771
282,2011-09-27,196104,3,917366
283,1993-03-11,153190,14,138184
284,2007-03-29,46726,24,752368
285,2004-12-03,61732,8,246567
286,2002-04-28,119869,9,364826
287,2016-05-26,145995,27,818588
288,1997-10-29,176008,17,976130
289,1986-05-03,190803,3,113693
290,2017-04-21,141914,27,259326
291,2007-04-19,172086,14,203015
292,2004-01-06,181054,12,507960
293,2005-11-11,125705,6,685086
294,2014-12-16,47092,24,377827
295,2006-03-06,86904,7,793908
296,2009-06-07,145546,28,562756
297,2017-07-22,185392,15,593831
298,1999-09-17,48537,22,654413
299,1990-10-04,61043,5,177908
300,2015-07-28,167697,0,213923
301,2003-01-26,165227,22,453046
302,2017-07-26,170168,23,416395
303,2007-04-08,192757,5,428638
304,1998-03-11,82752,23,185040
305,2012-11-14,169476,6,369773
306,2006-06-22,149178,6,509313
307,2016-01-14,160453,14,842810
308,2013-06-11,185486,13,641526
309,2012-04-19,43813,26,347756
310,2007-05-07,178548,20,310825
311,1994-04-30,195195,3,676338
312,2007-06-12,72705,19,982306
313,2008-04-09,127820,8,912439
314,2017-07-27,89536,19,300153
315,2015-02-05,173204,25,324892
316,2008-04-22,85747,29,742590
317,2004-01-04,127481,8,402636
318,2015-09-27,174186,29,405301
319,2012-07-23,188357,3,948900
320,2012-05-08,72982,20,718875
321,2016-08-17,107689,18,484415
322,1982-01-25,127818,23,350283
323,2009-04-28,44687,17,765212
324,2002-01-10,112311,24,760606
325,2007-11-09,84744,25,331661
326,2016-05-14,111536,20,224563
327,2008-09-20,68885,16,449882
328,2015-09-06,153664,8,450738
329,2017-05-30,138851,17,806622
330,2006-10-23,94725,1,385833
331,2014-10-08,42795,22,763163
332,2017-03-07,181504,19,897397
333,2010-11-05,86619,29,862696
334,2005-08-21,197551,27,696128
335,2000-12-09,95920,16,396732
336,1993-07-07,97325,17,525550
337,2007-07-28,153569,10,391646
338,1983-11-22,113460,12,869042
339,2005-08-27,197918,6,265358
340,2017-05-14,122154,3,868673
341,2014-03-21,86622,7,626383
342,2007-05-01,171683,11,150291
343,2003-10-05,171102,15,909677
344,2013-06-12,119046,25,138191
345,2007-02-23,66610,16,321519
346,2003-12-03,199728,14,776039
347,2008-07-10,62943,15,121192
348,2017-05-06,75589,9,348481
349,2004-03-09,60768,29,156143
350,2005-04-08,185886,27,986792
351,2014-02-03,78571,19,567275
352,2017-03-05,146404,0,441872
353,2011-10-11,175240,20,247716
354,2017-05-28,181730,7,707951
355,2010-06-15,73266,2,749500
356,2012-11-04,95639,7,302532
357,2007-07-11,87573,13,554841
358,2015-06-04,84612,23,341481
359,2000-10-10,44968,10,406419
360,2005-07-05,59476,12,548138
361,2015-10-12,119223,19,613380
362,1999-03-19,100169,18,668685
363,1988-05-12,186774,29,805231
364,2014-10-05,68630,14,765983
365,2011-04-27,108052,23,383673
366,2013-04-12,124816,14,308543
367,2010-12-14,179435,24,811224
368,2001-01-07,90843,26,637979
369,2016-10-13,80826,5,431097
370,1995-05-31,128251,19,509371
371,2014-04-17,123859,4,290554
372,2010-02-23,113392,11,398989
373,2017-05-07,165721,1,551061
374,2000-08-04,95950,30,384939
375,2012-10-14,73610,15,179692
376,2012-08-23,105581,15,628495
377,2004-03-09,64814,15,394010
378,2007-05-20,171676,11,372801
379,2014-10-04,87411,6,999307
380,2015-12-17,181252,27,486707
381,2011-10-01,166595,4,312646
382,2014-11-03,199968,12,581520
383,2007-01-14,161637,20,701494
384,2011-07-07,161270,4,617343
385,2014-11-04,138454,20,653595
386,1980-01-12,108649,4,248995
387,1989-07-28,42820,19,739214
388,2012-05-02,136037,26,939293
389,2013-05-30,119191,29,382405
390,2010-10-05,171322,12,978581
391,2014-07-22,40152,24,802411
392,2017-06-18,107985,24,438290
393,1983-10-16,191510,3,375215
394,1997-03-14,189872,2,419637
395,2016-12-03,117979,16,887447
396,2016-04-15,154077,17,736349
397,2013-02-02,54523,2,710423
398,2011-06-08,156965,23,392529
399,1984-09-12,148301,4,922113
400,2006-03-16,148307,5,994548
401,1993-11-08,176248,5,849237
402,2012-07-25,158549,20,124742
403,2014-04-04,43276,30,612842
404,2015-06-20,164200,8,149140
405,2017-07-16,106108,7,927344
406,2015-06-07,156351,23,375880
407,2016-02-13,87721,6,403048
408,1992-03-06,117313,7,258773
409,1996-04-11,187434,19,602135
410,2007-07-15,130382,5,673774
411,2016-10-22,191605,17,875902
412,2000-02-15,87733,22,296157
413,1990-06-19,109961,24,788810
414,2016-01-26,101433,24,328375
415,1998-03-05,142554,10,601554
416,2014-05-26,42580,17,828621
417,2013-05-19,62332,1,285385
418,2001-08-07,193576,7,556750
419,2005-09-12,58352,27,428798
420,1999-12-20,78505,17,920890
421,2015-01-24,164598,8,619908
422,2000-01-15,96664,27,608086
423,2017-03-07,79439,2,887855
424,2016-06-12,64189,30,593416
425,2011-07-05,100710,13,453240
426,2008-07-27,168832,10,333131
427,2014-01-27,101411,3,704255
428,2015-05-11,122845,28,836272
429,2007-10-19,71033,25,870724
430,2016-05-20,178997,1,309197
431,2015-05-08,187519,21,868288
432,2017-09-03,194717,2,289702
433,2009-04-28,184834,23,229399
434,2009-04-28,169355,7,409602
435,2002-10-05,61171,10,926666
436,1992-02-26,119579,26,146904
437,2016-12-07,52784,21,783011
438,2010-05-01,77884,30,373115
439,2013-02-14,78433,26,829747
440,2015-01-30,79239,16,390136
441,1991-01-05,179467,8,418115
442,2014-02-24,40846,18,595624
443,1993-11-18,160524,7,334312
444,2017-01-05,120036,26,693498
445,2011-01-16,195866,26,612413
446,2016-11-06,95281,10,477357
447,2008-09-20,46322,25,406344
448,2004-12-29,195338,24,659040
449,2012-03-11,171875,4,393086
450,2009-05-30,81510,8,547881
451,2011-11-22,64859,15,401585
452,2007-12-19,88044,14,275099
453,2004-12-17,48793,10,295128
454,2001-04-19,65638,13,368884
455,2012-03-25,187827,9,801641
456,2014-08-24,173089,16,596849
457,2011-04-03,71825,0,319677
458,2003-10-15,162050,3,214725
459,2013-08-22,82069,9,838989
460,2014-11-13,139932,18,204641
461,2015-09-11,142583,26,781241
462,2005-09-30,75911,20,308548
463,2015-03-02,162088,20,788639
464,2009-07-24,155071,1,773441
465,2011-01-19,171583,8,710473
466,2015-12-19,125668,5,280616
467,2000-07-07,122542,27,926471
468,2012-01-31,144528,3,420058
469,2001-02-18,150750,9,923618
470,2009-01-18,65551,28,626643
471,2002-02-09,70746,15,709787
472,2007-12-17,76361,28,605917
473,2004-10-25,105913,26,203063
474,2006-07-17,188069,13,832795
475,2015-09-09,99171,27,846758
476,2014-11-01,123159,10,817618
477,2011-08-27,89309,4,589012
478,2012-12-21,66511,9,389576
479,2017-04-20,57942,8,254755
480,2005-03-29,64539,12,580822
481,2017-02-21,52081,13,448922
482,2002-04-24,57453,2,916834
483,2017-04-21,167345,4,352019
484,2016-11-29,169654,18,807476
485,2017-06-30,76778,0,213620
486,2016-02-15,123246,11,510975
487,2014-08-28,70316,21,682658
488,2017-05-20,199683,28,920812
489,1999-04-07,169855,6,335636
490,2011-08-29,134526,6,758862
491,1986-07-31,164954,25,986092
492,2002-06-09,50340,18,647012
493,2007-06-20,94171,4,358642
494,2015-07-02,52708,25,640581
495,2002-09-27,97009,4,822054
496,2008-10-19,114370,20,251321
497,2002-09-15,41496,5,875792
498,2007-02-08,152490,8,432229
499,2017-02-22,172391,7,306701
500,2015-10-07,84047,2,996381
501,2008-01-19,65004,0,376941
502,2014-07-12,164350,27,497576
503,1993-01-24,89661,11,182058
504,2011-02-20,193679,30,489450
505,2014-11-28,191774,24,318089
506,2016-12-09,57048,14,301953
507,2015-04-15,112544,5,329907
508,2005-12-20,102102,4,696295
509,2005-11-13,95292,19,635271
510,2010-09-28,60125,30,315034
511,2008-06-16,42413,26,285675
512,2009-01-10,55186,28,177300
513,2001-04-15,87952,9,814002
514,2011-03-15,86404,12,580274
515,1999-10-25,150805,13,863434
516,2015-05-03,168333,29,768022
517,2002-01-13,73552,6,292052
518,2007-11-16,154487,29,395472
519,2013-03-17,71907,10,669795
520,2009-06-29,68973,22,259749
521,2003-07-12,139797,14,862228
522,1997-07-25,51259,12,882209
523,1990-05-29,135065,9,840009
524,1989-10-16,179069,30,413384
525,2013-05-24,70798,17,408482
526,2005-01-26,154388,25,666407
527,1996-06-07,177282,10,218533
528,2007-09-13,157615,13,973342
529,2017-04-07,179575,27,197578
530,1999-03-28,54819,8,669996
531,1988-05-29,155715,4,539579
532,2017-07-18,103137,25,125872
533,1999-07-15,100547,21,837426
534,2012-04-09,99282,5,235913
535,2015-08-07,160178,18,274339
536,2015-11-16,196192,5,512957
537,2017-01-31,182049,14,235415
538,2010-03-07,92786,15,586433
539,2005-10-14,145644,23,255982
540,2014-02-18,61865,11,357307
541,1994-03-06,198815,6,667859
542,1990-12-17,121122,19,503729
543,2017-04-17,184738,21,637992
544,2011-02-13,92279,25,809585
545,2009-02-07,184487,5,960549
546,2017-11-06,133362,0,232646
547,2003-03-06,120243,1,741386
548,2012-03-02,89083,17,184514
549,2001-07-21,184116,26,447090
550,2013-10-15,44360,14,272372
551,1997-07-15,57599,13,901940
552,2016-06-07,185958,14,863659
553,2015-07-28,46654,6,482788
554,2016-07-28,197252,15,390321
555,2011-10-02,97403,12,984074
556,2016-02-09,51117,24,420425
557,1991-09-30,57465,0,847428
558,1994-03-05,105951,29,636027
559,2015-02-10,107906,11,894744
560,2011-02-15,49805,27,745058
561,2017-05-18,170816,22,814720
562,2015-05-08,117657,30,799474
563,2013-10-13,177516,5,430660
564,1993-04-04,46796,10,502976
565,2015-07-16,82380,8,443961
566,1995-08-09,75347,0,980544
567,2012-10-11,147297,11,236627
568,2006-03-27,168899,2,259771
569,2017-04-13,141738,10,316153
570,2008-05-10,100281,10,602901
571,1998-01-13,143470,8,319426
572,2005-03-25,167450,30,717322
573,2014-05-01,64875,23,603441
574,2006-04-07,134501,17,316773
575,2002-10-11,189913,30,561706
576,2009-09-04,100817,21,283233
577,2016-08-20,86686,12,360785
578,2015-02-02,163328,22,568396
579,1997-01-07,180657,20,569208
580,2008-05-16,96903,15,862508
581,1991-07-16,73467,25,595400
582,2010-12-19,157867,6,391677
583,2012-10-26,52393,4,629094
584,2017-08-06,155639,20,538099
585,2010-08-04,115425,24,447315
586,2017-09-07,57500,7,866533
587,2013-04-21,156968,23,223842
588,2016-09-20,151487,0,695913
589,1995-03-04,199171,13,703258
590,2008-09-02,112397,16,799440
591,1989-07-29,73881,13,322907
592,2014-01-12,195941,17,927582
593,2015-07-11,80221,5,421662
594,2007-09-05,146002,4,626217
595,1995-03-01,182793,0,563278
596,2004-01-29,80027,21,377693
597,2013-11-05,155502,20,890991
598,2010-03-23,137544,22,314801
599,2016-07-22,76016,24,207814
600,2014-03-29,196802,6,202115
601,1989-10-11,135841,22,921413
602,2010-12-28,44534,21,156912
603,1992-11-11,51022,12,214684
604,2017-06-15,103853,2,915227
605,2017-10-06,158476,7,358685
606,2017-01-02,145263,2,893055
607,2017-04-30,82938,26,195707
608,2017-07-07,165801,2,848244
609,1991-11-06,179549,13,264711
610,2010-12-25,141302,9,504189
611,2004-05-18,117048,28,930232
612,2012-12-06,196794,23,163114
613,2012-06-08,46608,2,653650
614,2006-05-03,60005,13,114498
615,2014-12-08,81289,17,879035
616,2016-07-31,63014,26,644180
617,2015-04-25,91110,19,228031
618,2003-11-01,77008,12,338621
619,2013-05-21,98759,1,920425
620,2016-12-30,165176,21,378735
621,1985-01-11,160916,21,781527
622,2017-05-28,58725,23,517758
623,2013-03-04,100208,20,419690
624,2008-03-16,41021,0,215358
625,2015-02-28,132792,19,268404
626,2016-02-18,104854,18,844671
627,2012-05-07,116547,9,631876
628,2014-08-07,47827,26,666689
629,2014-06-17,144913,22,317405
630,1992-06-02,170875,17,266463
631,1999-06-03,131338,1,326786
632,1999-08-21,44900,2,812211
633,2016-03-17,69358,3,634529
634,2011-05-01,50545,11,831799
635,2016-10-31,133302,23,525091
636,2009-08-25,196078,19,978800
637,2012-07-14,144615,15,739146
638,2011-06-15,198408,12,704797
639,1985-01-14,48816,14,567772
640,2004-07-28,52229,13,310173
641,2003-04-03,48075,20,144548
642,2015-01-20,192284,17,734469
643,2007-04-18,194415,13,630016
644,2010-04-10,73754,11,780778
645,2006-08-11,88539,14,538505
646,2010-06-04,115777,14,579723
647,2016-07-09,169287,28,901762
648,2012-12-25,153086,17,765235
649,2007-10-03,198710,4,186047
650,2004-01-05,60772,24,389919
651,1985-11-21,187777,28,990488
652,2015-04-24,97185,27,385559
653,2010-02-01,87699,21,998903
654,2016-11-21,149936,30,929869
655,2004-12-06,51887,6,435093
656,2016-03-16,150048,22,858385
657,1995-10-14,73525,15,716058
658,2016-11-13,119215,2,371501
659,2009-09-18,83777,23,330900
660,2015-01-05,115199,28,508854
661,2009-04-08,195613,12,417646
662,2009-06-15,60338,25,196640
663,2014-06-21,178261,8,732435
664,2013-01-28,118194,8,784503
665,1994-09-17,167290,27,705501
666,1990-09-19,83314,5,655342
667,2006-11-10,175308,1,945089
668,2017-11-01,129123,22,935819
669,2011-07-17,168294,14,772602
670,1996-04-06,178936,26,890888
671,1994-03-22,112546,30,927902
672,2013-11-07,165103,11,919021
673,2008-03-20,77266,14,361407
674,1986-11-22,121273,7,175904
675,2016-05-26,197759,28,251891
676,1996-09-22,52785,12,965500
677,2002-11-18,184258,28,166633
678,2015-10-18,50181,16,259575
679,2014-01-12,181385,10,836165
680,2013-03-26,190852,10,484597
681,2014-02-01,183223,23,682475
682,2015-03-01,133796,6,825983
683,2008-07-19,49020,0,128477
684,1998-05-14,112515,18,744163
685,2013-04-12,124522,11,383161
686,2015-12-27,111030,14,507995
687,2012-09-28,113918,6,508004
688,2016-03-02,128019,7,662220
689,1990-05-21,127424,4,347957
690,1984-10-23,154084,11,790041
691,2013-12-15,189485,29,243683
692,2012-11-05,127140,28,820854
693,2015-03-28,132601,18,219494
694,1981-01-16,170934,24,355333
695,2015-09-11,81785,20,674758
696,2016-10-11,181684,8,591213
697,1998-07-20,174635,13,606551
698,2017-06-20,107841,26,321983
699,2002-07-10,122040,28,280235
700,2017-07-21,67987,10,814062
701,2013-03-10,54510,2,375719
702,1987-06-08,131846,21,812440
703,1992-02-22,139127,16,526095
704,2009-08-11,109422,11,480343
705,2003-07-24,172122,10,387512
706,2003-08-06,53270,3,411827
707,2017-02-06,72079,1,379192
708,2016-12-29,138887,26,745056
709,1991-02-16,158767,10,343590
710,2012-02-25,68219,29,292943
711,2014-06-07,142585,30,821131
712,1986-04-27,101313,21,274488
713,2015-05-27,109650,26,300647
714,1989-05-03,101076,11,563480
715,2012-06-08,107491,1,695502
716,2014-11-02,56165,27,593435
717,2011-12-18,96384,19,628748
718,2015-12-07,147007,15,391027
719,2009-11-28,151300,26,777314
720,2014-08-22,59936,3,987973
721,2015-10-03,199486,1,414100
722,1998-09-17,174460,8,128069
723,2016-02-25,58668,18,953557
724,2006-07-04,88651,25,741578
725,2016-05-05,100879,7,528503
726,1995-10-17,67662,22,992542
727,1995-09-27,186911,10,292646
728,2015-10-03,160368,19,704563
729,2015-06-08,156394,5,698791
730,2016-01-05,89125,7,526168
731,2014-12-22,78499,30,891639
732,2016-06-16,177673,16,641307
733,2013-10-16,108267,6,354053
734,2015-05-10,102139,6,719451
735,2015-07-06,153560,10,390131
736,2015-06-03,130187,30,355249
737,1999-10-15,77640,18,583972
738,1997-01-07,113276,30,358904
739,2016-04-06,82376,12,706362
740,2013-12-24,177059,23,147225
741,2010-11-07,157064,19,986041
742,1995-03-27,54889,0,929826
743,1999-04-15,77887,0,995551
744,2010-10-22,129471,5,607132
745,2016-08-16,42991,26,290565
746,2016-04-12,87614,4,296852
747,2009-01-04,148189,18,608230
748,2016-04-27,93136,23,850042
749,2012-08-27,148285,10,763441
750,1996-01-16,142867,10,828962
751,2005-01-14,189033,9,493020
752,2017-03-06,190799,26,530089
753,1995-03-28,194712,16,386711
754,1981-03-20,145344,18,857807
755,1988-12-02,116328,10,377190
756,2005-10-30,164733,22,298803
757,2014-08-30,85446,5,372452
758,1998-02-22,115524,29,580489
759,2005-07-01,198639,15,613875
760,2015-12-04,139247,26,707888
761,2011-11-30,177568,16,454442
762,2010-01-06,152168,1,184562
763,2004-07-04,149685,29,695969
764,2011-02-22,143179,10,445332
765,2003-05-23,154563,23,624271
766,2009-10-04,134815,21,861922
767,1990-10-17,180845,14,658898
768,2011-04-19,152396,23,127075
769,2008-08-08,178824,20,423011
770,2017-05-14,106289,20,711581
771,2012-04-05,173650,21,927847
772,2002-04-30,172301,4,977563
773,1999-07-07,164151,22,232875
774,1994-10-18,55192,29,642447
775,2014-07-27,172291,17,609424
776,2001-08-20,40322,9,176971
777,1998-11-04,48246,4,124449
778,2017-08-07,58410,7,720547
779,2017-05-23,116113,11,449995
780,2005-12-11,68426,7,652873
781,1982-09-24,105225,13,703906
782,1995-09-15,143610,8,294025
783,2010-02-22,92118,22,682902
784,2011-12-24,125606,0,649679
785,2002-07-19,178102,1,626899
786,2008-02-09,191736,1,118144
787,2012-09-05,147465,26,875693
788,1983-08-26,40385,19,409197
789,2007-05-21,71302,11,556895
790,2005-05-20,199519,22,258062
791,2007-05-09,141968,7,888447
792,2007-01-14,43322,15,184520
793,1999-08-30,143155,27,234615
794,2011-02-06,101968,3,880500
795,2014-12-26,120597,13,276557
796,2009-03-24,129505,23,253914
797,2009-04-26,178397,19,214151
798,2017-07-18,114874,12,600965
799,1990-05-30,85980,4,582395
800,2014-06-04,101051,5,268040
801,1994-07-23,60671,30,265738
802,2004-10-02,157310,26,386523
803,2013-10-11,130900,16,738090
804,2015-07-07,129613,2,597179
805,2014-03-08,165026,15,667427
806,2016-02-17,114128,3,569695
807,2016-12-12,130795,24,690528
808,1985-07-05,78870,19,345118
809,2016-12-13,190417,4,163411
810,2015-09-04,138465,14,751229
811,2005-03-07,116263,0,804129
812,2010-09-20,147038,12,918594
813,2005-08-07,112204,25,366810
814,2017-05-25,194235,18,813992
815,2012-06-10,45554,6,596960
816,2000-08-07,109358,3,930076
817,2000-03-20,54656,0,606888
818,2017-11-02,118636,14,381302
819,1999-11-12,97078,22,365733
820,2016-12-08,40607,17,211648
